epoch,loss
0,0.2389067786987768
1,0.23086490138116567
2,0.2294216617935518
3,0.22842967289146188
4,0.2280369126634464
0,0.23924378223664042
1,0.2308120116569622
2,0.22917660055862968
3,0.22826019873172418
4,0.22788657483520353
0,0.23791340963717889
1,0.23107275666228944
2,0.22946885024488825
3,0.2287877521621262
4,0.22826470010638591
5,0.22782224695966705
6,0.22776757868880884
7,0.22758525308622823
8,0.22749302584243591
9,0.22742869060188484
10,0.22750161440088854
11,0.22745743187835352
12,0.2273292014839868
13,0.22728310370694274
14,0.2272901062336585
15,0.22720195540783394
16,0.22727734692899326
17,0.22714890115689484
18,0.22731945606329654
19,0.2271636334333321
20,0.22732954387195148
21,0.22744430434408608
22,0.22723230942953476
23,0.2271516992750981
24,0.22721302252891548
25,0.227365459624071
26,0.227218544085567
27,0.22724501008099288
28,0.22721884781178267
29,0.22738644120623797
30,0.22731012947376028
31,0.22706343647189592
32,0.22735669110869125
33,0.22734200398223015
34,0.22715755479480804
35,0.22726591785526257
36,0.22717188967807267
37,0.22723632314205847
38,0.22742019831610288
39,0.22729341021314944
40,0.22730594665957193
41,0.22710384839710923
42,0.22739449661735484
43,0.22731422943118232
44,0.2272882024837276
45,0.22737728082602413
46,0.2270811202409582
47,0.22714546718679782
48,0.22727280833910576
49,0.2272586846503459
50,0.22724796055175558
51,0.22730795756560584
52,0.2271742168438052
53,0.22727375689213836
54,0.22737156288306842
55,0.22735263238704082
56,0.22728711670113452
57,0.22717907386317618
58,0.22723255953579624
59,0.22720020444146163
60,0.227302926650057
61,0.22710096202126984
62,0.22718244575953866
63,0.2272366524944121
64,0.2271471442994968
65,0.22720183108641578
66,0.22733354410941403
67,0.2273969396049491
68,0.22728820734725702
69,0.22708927213038585
70,0.2273249905464008
71,0.22733081128053695
72,0.22725469509137985
73,0.22710650658496492
74,0.22722238138000447
75,0.22717678433803457
76,0.22730516270595325
77,0.2272043005093278
78,0.22726106530785972
79,0.22713765605641165
80,0.22728832865801948
81,0.227317611372219
82,0.22713684928237482
83,0.2271503797642106
84,0.22723592570874376
85,0.22722901080372912
86,0.22731732659588025
87,0.22724292836363247
88,0.22718773224982655
89,0.22729177802506756
90,0.2273570910956054
91,0.22715458179588968
92,0.22742661990105945
93,0.227277125338395
94,0.2272420606581496
95,0.22732358962738297
96,0.22734240568468986
97,0.227192894882795
98,0.22729438114785433
99,0.2271077805845976
100,0.2272029548652445
101,0.22708224888331632
102,0.22719144993848345
103,0.22725443301503298
104,0.22728332973993073
105,0.22728519407104716
106,0.22717804918738663
107,0.22710724530409784
108,0.22743519098996226
109,0.22720249572581214
110,0.2271808544684856
111,0.22730871110913703
112,0.2272303292927543
113,0.2273932098962053
114,0.2272371770682455
115,0.22722569051528732
116,0.22729119210780369
117,0.22725586384553145
118,0.22726793210224402
119,0.22723474327600365
120,0.22726067942349074
121,0.2271755130413017
122,0.22721523767290283
123,0.22728884403016222
124,0.22719916024465092
125,0.22723183880665165
126,0.2274024678484254
127,0.2271871858302528
128,0.22733799263808896
129,0.22732247895388574
130,0.2272063610767438
131,0.22735293133212395
132,0.2271055001801582
133,0.22728132523127612
134,0.2272961073493827
135,0.22718247296178132
136,0.22722367776060517
137,0.22739274766019907
138,0.2271061714232782
139,0.2271881047401228
140,0.2273843106261115
141,0.22731241043737171
142,0.22716641328266524
143,0.22731106872298643
144,0.22719039265958138
145,0.22722543063759945
146,0.22728553887105765
147,0.22736454608337975
148,0.2274528675059852
149,0.22732842807928316
150,0.22708490647749185
151,0.22710913429371693
152,0.22728248949444493
153,0.22728708220993596
154,0.2272879739548884
155,0.22725531768652907
156,0.2273461802490346
157,0.2271201632784177
158,0.2273265806606572
159,0.22712810578677642
160,0.22729302199138485
161,0.22726213622591243
162,0.22727296011488696
163,0.22736436989910352
164,0.22719867955455764
165,0.22730539047913548
166,0.22717155277196624
167,0.22713152673464315
168,0.22725127758657646
169,0.22737407825245987
170,0.22737109001222905
171,0.22720240506880665
172,0.22727920033301402
173,0.2270701199015021
174,0.22741098300955676
175,0.22724995947502766
176,0.22735006406672978
177,0.22721709644187685
178,0.22716768982885488
179,0.22718637934073174
180,0.22726248465631593
181,0.22709636412815526
182,0.2272560583036075
183,0.22718263734851263
184,0.22730111599382602
185,0.2272990589589127
186,0.22723737952445416
187,0.22729996460429144
188,0.2272931007163343
189,0.22733103884033232
190,0.22734793244783907
191,0.22724283996092146
192,0.22730605964824818
193,0.22723902587142095
194,0.2272057584744612
195,0.22709289178786743
196,0.22723363379409225
197,0.22737061844142953
198,0.2272828501738156
199,0.22725228812812975
0,0.23982791148724383
1,0.2312411519996475
2,0.22966063499036588
3,0.2287841694304249
4,0.2283432862043854
5,0.22804751110226767
6,0.22778945727806144
7,0.22772962996659846
8,0.22765167553304042
9,0.227620328182286
10,0.22746633369711702
11,0.2275045328875718
12,0.22752450314365436
13,0.22724656513501917
14,0.22737462782494722
15,0.22744415247956973
16,0.22735332423079255
17,0.2273473750659573
18,0.22738698464895987
19,0.22738008922059885
20,0.22741240985753874
21,0.22717328108482693
22,0.22726954567989605
23,0.22733342205426255
24,0.22731975103783536
25,0.22729960977157893
26,0.22752650803119384
27,0.22743071372589907
28,0.22722668358940354
29,0.22734604139407216
30,0.22733096993892357
31,0.22735257536064413
32,0.2274178915847998
33,0.22737180357777367
34,0.2272581076488484
35,0.22739438752175573
36,0.22721752636703305
37,0.2273601638961759
38,0.22732545186195624
39,0.2274357122136929
40,0.22727725778471022
41,0.22737300366035082
42,0.22744811569899567
43,0.22726102357559402
44,0.22740642371833017
45,0.2273969547011867
46,0.22729690559639745
47,0.22733314683103364
48,0.22749592268338495
49,0.2273811244593884
50,0.22733556085788065
51,0.22725802310963616
52,0.22736562199031785
53,0.22718679202592262
54,0.22730490968551792
55,0.2274453998896546
56,0.2275014855349648
57,0.22738773179018204
58,0.22733511136451873
59,0.22737406201815918
60,0.22729566080751973
61,0.22733111540606063
62,0.22728007847684514
63,0.227481742583036
64,0.22733348542029028
65,0.2272431279542603
66,0.22737418990658814
67,0.22745119522089904
68,0.22732605774884662
69,0.2272194480266681
70,0.2275015654529086
71,0.22722862359819287
72,0.2272542576589512
73,0.2273958265229273
74,0.22737755901624543
75,0.22746979313771346
76,0.22742860567251977
77,0.22744037162982098
78,0.22738137829252472
79,0.2274752489620675
80,0.22730021107804713
81,0.2273550525056239
82,0.2272831024012689
83,0.22745578946460596
84,0.22724940436082108
85,0.22739826795906554
86,0.22725342377211108
87,0.22728632929741005
88,0.22740397387911734
89,0.22716614832242712
90,0.22735777138618593
91,0.22744018869040802
92,0.22740083960553492
93,0.22732604530409878
94,0.2273077698563283
95,0.22738336309775822
96,0.22733499866458373
97,0.22733532754086644
98,0.22719515478590147
99,0.227257534315069
100,0.22734683760933447
101,0.2273986355921706
102,0.22734898693510622
103,0.22735300877041423
104,0.2273225462925705
105,0.227372492277767
106,0.22748098935148622
107,0.22745242445929986
108,0.22735976350995374
109,0.22740469327300972
110,0.22731652978341652
111,0.2273458936240476
112,0.22740237204971292
113,0.22710253603221553
114,0.22738403245420064
115,0.22753532941580054
116,0.22746202269730753
117,0.22731561193273392
118,0.2273023477949815
119,0.2275070948400819
120,0.22741721413233448
121,0.22748237226713502
122,0.22729781213124006
123,0.22723609169200293
124,0.2273956586924284
125,0.22732899000707896
126,0.2273968141940609
127,0.22730194286847927
128,0.2273011761851085
129,0.22726532598852048
130,0.22738383723553787
131,0.22743560912602453
132,0.227352536381984
133,0.22737738071429864
134,0.22739065719397883
135,0.2274239946353401
136,0.2274304469740567
137,0.22748413974880255
138,0.22740165219031333
139,0.2273339479232061
140,0.22740523661713705
141,0.22730928302738007
142,0.22746429796496964
143,0.2273300541988691
